home_team,away_team,home_goals,away_goals,result,season
Chelsea,BlackburnRovers,2,0,H,2010-2011
ManchesterCity,WolverhamptonWanderers,4,3,H,2010-2011
StokeCity,BoltonWanderers,2,0,H,2010-2011
WestBromwichAlbion,Blackpool,3,2,H,2010-2011
WiganAthletic,Fulham,1,1,D,2010-2011
WestHamUnited,Arsenal,0,3,A,2010-2011
BirminghamCity,AstonVilla,1,1,D,2010-2011
Sunderland,NewcastleUnited,1,1,D,2010-2011
Liverpool,Everton,2,2,D,2010-2011
TottenhamHotspur,ManchesterUnited,0,0,D,2010-2011
WolverhamptonWanderers,Liverpool,0,3,A,2010-2011
Arsenal,WiganAthletic,3,0,H,2010-2011
Blackpool,Sunderland,1,2,A,2010-2011
Everton,WestHamUnited,2,2,D,2010-2011
Fulham,StokeCity,2,0,H,2010-2011
ManchesterUnited,BirminghamCity,5,0,H,2010-2011
NewcastleUnited,TottenhamHotspur,1,1,D,2010-2011
AstonVilla,ManchesterCity,1,0,H,2010-2011
BlackburnRovers,WestBromwichAlbion,2,0,H,2010-2011
BoltonWanderers,Chelsea,0,4,A,2010-2011
Blackpool,ManchesterUnited,2,3,A,2010-2011
WiganAthletic,AstonVilla,1,2,A,2010-2011
Liverpool,Fulham,1,0,H,2010-2011
Arsenal,Everton,2,1,H,2010-2011
Sunderland,Chelsea,2,4,A,2010-2011
ManchesterUnited,AstonVilla,3,1,H,2010-2011
WestBromwichAlbion,WiganAthletic,2,2,D,2010-2011
BirminghamCity,ManchesterCity,2,2,D,2010-2011
BlackburnRovers,TottenhamHotspur,0,1,A,2010-2011
Blackpool,WestHamUnited,1,3,A,2010-2011
BoltonWanderers,WolverhamptonWanderers,1,0,H,2010-2011
Fulham,NewcastleUnited,1,0,H,2010-2011
Liverpool,StokeCity,2,0,H,2010-2011
StokeCity,Sunderland,3,2,H,2010-2011
AstonVilla,Fulham,2,2,D,2010-2011
Everton,Blackpool,5,3,H,2010-2011
ManchesterCity,WestBromwichAlbion,3,0,H,2010-2011
NewcastleUnited,Arsenal,4,4,D,2010-2011
TottenhamHotspur,BoltonWanderers,2,1,H,2010-2011
WiganAthletic,BlackburnRovers,4,3,H,2010-2011
WolverhamptonWanderers,ManchesterUnited,2,1,H,2010-2011
WestHamUnited,BirminghamCity,0,1,A,2010-2011
Chelsea,Liverpool,0,1,A,2010-2011
ManchesterUnited,ManchesterCity,2,1,H,2010-2011
Arsenal,WolverhamptonWanderers,2,0,H,2010-2011
BirminghamCity,StokeCity,1,0,H,2010-2011
BlackburnRovers,NewcastleUnited,0,0,D,2010-2011
Blackpool,AstonVilla,1,1,D,2010-2011
Liverpool,WiganAthletic,1,1,D,2010-2011
WestBromwichAlbion,WestHamUnited,3,3,D,2010-2011
Sunderland,TottenhamHotspur,1,2,A,2010-2011
BoltonWanderers,Everton,2,0,H,2010-2011
Fulham,Chelsea,0,0,D,2010-2011
BirminghamCity,NewcastleUnited,0,2,A,2010-2011
WestBromwichAlbion,WolverhamptonWanderers,1,1,D,2010-2011
Blackpool,TottenhamHotspur,3,1,H,2010-2011
Arsenal,StokeCity,1,0,H,2010-2011
AstonVilla,BlackburnRovers,4,1,H,2010-2011
Everton,Sunderland,2,0,H,2010-2011
NewcastleUnited,BoltonWanderers,1,1,D,2010-2011
WiganAthletic,ManchesterUnited,0,4,A,2010-2011
WolverhamptonWanderers,Blackpool,4,0,H,2010-2011
WestHamUnited,Liverpool,3,1,H,2010-2011
ManchesterCity,Fulham,1,1,D,2010-2011
StokeCity,WestBromwichAlbion,1,1,D,2010-2011
Chelsea,ManchesterUnited,2,1,H,2010-2011
BirminghamCity,WestBromwichAlbion,1,3,A,2010-2011
Arsenal,Sunderland,0,0,D,2010-2011
BoltonWanderers,AstonVilla,3,2,H,2010-2011
Fulham,BlackburnRovers,3,2,H,2010-2011
NewcastleUnited,Everton,1,2,A,2010-2011
WestHamUnited,StokeCity,3,0,H,2010-2011
ManchesterCity,WiganAthletic,1,0,H,2010-2011
Liverpool,ManchesterUnited,3,1,H,2010-2011
WolverhamptonWanderers,TottenhamHotspur,3,3,D,2010-2011
Blackpool,Chelsea,1,3,A,2010-2011
Everton,BirminghamCity,1,1,D,2010-2011
TottenhamHotspur,WestHamUnited,0,0,D,2010-2011
AstonVilla,WolverhamptonWanderers,0,1,A,2010-2011
BlackburnRovers,Blackpool,2,2,D,2010-2011
ManchesterUnited,BoltonWanderers,1,0,H,2010-2011
StokeCity,NewcastleUnited,4,0,H,2010-2011
WestBromwichAlbion,Arsenal,2,2,D,2010-2011
WiganAthletic,BirminghamCity,2,1,H,2010-2011
Everton,Fulham,2,1,H,2010-2011
Sunderland,Liverpool,0,2,A,2010-2011
Chelsea,ManchesterCity,2,0,H,2010-2011
WestHamUnited,ManchesterUnited,2,4,A,2010-2011
BirminghamCity,BoltonWanderers,2,1,H,2010-2011
Everton,AstonVilla,2,2,D,2010-2011
NewcastleUnited,WolverhamptonWanderers,4,1,H,2010-2011
StokeCity,Chelsea,1,1,D,2010-2011
WestBromwichAlbion,Liverpool,2,1,H,2010-2011
WiganAthletic,TottenhamHotspur,0,0,D,2010-2011
Arsenal,BlackburnRovers,0,0,D,2010-2011
Fulham,Blackpool,3,0,H,2010-2011
ManchesterCity,Sunderland,5,0,H,2010-2011
WolverhamptonWanderers,Everton,0,3,A,2010-2011
BlackburnRovers,BirminghamCity,1,1,D,2010-2011
BoltonWanderers,WestHamUnited,3,0,H,2010-2011
Chelsea,WiganAthletic,1,0,H,2010-2011
ManchesterUnited,Fulham,2,0,H,2010-2011
Sunderland,WestBromwichAlbion,2,3,A,2010-2011
TottenhamHotspur,StokeCity,3,2,H,2010-2011
Blackpool,Arsenal,1,3,A,2010-2011
AstonVilla,NewcastleUnited,1,0,H,2010-2011
Liverpool,ManchesterCity,3,0,H,2010-2011
BirminghamCity,Sunderland,2,0,H,2010-2011
Blackpool,WiganAthletic,1,3,A,2010-2011
Everton,BlackburnRovers,2,0,H,2010-2011
WestBromwichAlbion,Chelsea,1,3,A,2010-2011
WestHamUnited,AstonVilla,1,2,A,2010-2011
Arsenal,Liverpool,1,1,D,2010-2011
NewcastleUnited,ManchesterUnited,0,0,D,2010-2011
Chelsea,BirminghamCity,3,1,H,2010-2011
TottenhamHotspur,Arsenal,3,3,D,2010-2011
ManchesterUnited,Everton,1,0,H,2010-2011
AstonVilla,StokeCity,1,1,D,2010-2011
Blackpool,NewcastleUnited,1,1,D,2010-2011
Liverpool,BirminghamCity,5,0,H,2010-2011
Sunderland,WiganAthletic,4,2,H,2010-2011
TottenhamHotspur,WestBromwichAlbion,2,2,D,2010-2011
WolverhamptonWanderers,Fulham,1,1,D,2010-2011
Chelsea,WestHamUnited,3,0,H,2010-2011
BoltonWanderers,Arsenal,2,1,H,2010-2011
BlackburnRovers,ManchesterCity,0,1,A,2010-2011
StokeCity,WolverhamptonWanderers,3,0,H,2010-2011
Fulham,BoltonWanderers,3,0,H,2010-2011
BlackburnRovers,BoltonWanderers,1,0,H,2010-2011
Blackpool,StokeCity,0,0,D,2010-2011
Sunderland,Fulham,0,3,A,2010-2011
WestBromwichAlbion,AstonVilla,2,1,H,2010-2011
WiganAthletic,Everton,1,1,D,2010-2011
Chelsea,TottenhamHotspur,2,1,H,2010-2011
BirminghamCity,WolverhamptonWanderers,1,1,D,2010-2011
Liverpool,NewcastleUnited,3,0,H,2010-2011
Arsenal,ManchesterUnited,1,0,H,2010-2011
ManchesterCity,WestHamUnited,2,1,H,2010-2011
AstonVilla,WiganAthletic,1,1,D,2010-2011
BoltonWanderers,Sunderland,1,2,A,2010-2011
Everton,ManchesterCity,2,1,H,2010-2011
NewcastleUnited,BirminghamCity,2,1,H,2010-2011
WestHamUnited,BlackburnRovers,1,1,D,2010-2011
TottenhamHotspur,Blackpool,1,1,D,2010-2011
WolverhamptonWanderers,WestBromwichAlbion,3,1,H,2010-2011
StokeCity,Arsenal,3,1,H,2010-2011
ManchesterUnited,Chelsea,2,1,H,2010-2011
Fulham,Liverpool,2,5,A,2010-2011
ManchesterCity,TottenhamHotspur,1,0,H,2010-2011
BlackburnRovers,ManchesterUnited,1,1,D,2010-2011
Blackpool,BoltonWanderers,4,3,H,2010-2011
Sunderland,WolverhamptonWanderers,1,3,A,2010-2011
WestBromwichAlbion,Everton,1,0,H,2010-2011
Chelsea,NewcastleUnited,2,2,D,2010-2011
Arsenal,AstonVilla,1,2,A,2010-2011
BirminghamCity,Fulham,0,2,A,2010-2011
Liverpool,TottenhamHotspur,0,2,A,2010-2011
WiganAthletic,WestHamUnited,3,2,H,2010-2011
ManchesterCity,StokeCity,3,0,H,2010-2011
AstonVilla,Liverpool,1,0,H,2010-2011
BoltonWanderers,ManchesterCity,0,2,A,2010-2011
Everton,Chelsea,1,0,H,2010-2011
Fulham,Arsenal,2,2,D,2010-2011
ManchesterUnited,Blackpool,4,2,H,2010-2011
NewcastleUnited,WestBromwichAlbion,3,3,D,2010-2011
StokeCity,WiganAthletic,0,1,A,2010-2011
TottenhamHotspur,BirminghamCity,2,1,H,2010-2011
WestHamUnited,Sunderland,0,3,A,2010-2011
WolverhamptonWanderers,BlackburnRovers,2,3,A,2010-2011
BlackburnRovers,WolverhamptonWanderers,1,2,A,2011-2012
Fulham,AstonVilla,0,0,D,2011-2012
Liverpool,Sunderland,1,1,D,2011-2012
QueensParkRangers,BoltonWanderers,0,4,A,2011-2012
WiganAthletic,NorwichCity,1,1,D,2011-2012
NewcastleUnited,Arsenal,0,0,D,2011-2012
StokeCity,Chelsea,0,0,D,2011-2012
WestBromwichAlbion,ManchesterUnited,1,2,A,2011-2012
ManchesterCity,SwanseaCity,4,0,H,2011-2012
Sunderland,NewcastleUnited,0,1,A,2011-2012
Arsenal,Liverpool,0,2,A,2011-2012
AstonVilla,BlackburnRovers,3,1,H,2011-2012
Everton,QueensParkRangers,0,1,A,2011-2012
SwanseaCity,WiganAthletic,0,0,D,2011-2012
Chelsea,WestBromwichAlbion,2,1,H,2011-2012
NorwichCity,StokeCity,1,1,D,2011-2012
WolverhamptonWanderers,Fulham,2,0,H,2011-2012
BoltonWanderers,ManchesterCity,2,3,A,2011-2012
ManchesterUnited,TottenhamHotspur,3,0,H,2011-2012
AstonVilla,WolverhamptonWanderers,0,0,D,2011-2012
WiganAthletic,QueensParkRangers,2,0,H,2011-2012
BlackburnRovers,Everton,0,1,A,2011-2012
Chelsea,NorwichCity,3,1,H,2011-2012
SwanseaCity,Sunderland,0,0,D,2011-2012
Liverpool,BoltonWanderers,3,1,H,2011-2012
NewcastleUnited,Fulham,2,1,H,2011-2012
TottenhamHotspur,ManchesterCity,1,5,A,2011-2012
WestBromwichAlbion,StokeCity,0,1,A,2011-2012
ManchesterUnited,Arsenal,8,2,H,2011-2012
Arsenal,SwanseaCity,1,0,H,2011-2012
Everton,AstonVilla,2,2,D,2011-2012
ManchesterCity,WiganAthletic,3,0,H,2011-2012
StokeCity,Liverpool,1,0,H,2011-2012
Sunderland,Chelsea,1,2,A,2011-2012
WolverhamptonWanderers,TottenhamHotspur,0,2,A,2011-2012
BoltonWanderers,ManchesterUnited,0,5,A,2011-2012
NorwichCity,WestBromwichAlbion,0,1,A,2011-2012
Fulham,BlackburnRovers,1,1,D,2011-2012
QueensParkRangers,NewcastleUnited,0,0,D,2011-2012
BlackburnRovers,Arsenal,4,3,H,2011-2012
AstonVilla,NewcastleUnited,1,1,D,2011-2012
BoltonWanderers,NorwichCity,1,2,A,2011-2012
Everton,WiganAthletic,3,1,H,2011-2012
SwanseaCity,WestBromwichAlbion,3,0,H,2011-2012
WolverhamptonWanderers,QueensParkRangers,0,3,A,2011-2012
TottenhamHotspur,Liverpool,4,0,H,2011-2012
Fulham,ManchesterCity,2,2,D,2011-2012
Sunderland,StokeCity,4,0,H,2011-2012
ManchesterUnited,Chelsea,3,1,H,2011-2012
ManchesterCity,Everton,2,0,H,2011-2012
Arsenal,BoltonWanderers,3,0,H,2011-2012
Chelsea,SwanseaCity,4,1,H,2011-2012
Liverpool,WolverhamptonWanderers,2,1,H,2011-2012
NewcastleUnited,BlackburnRovers,3,1,H,2011-2012
WestBromwichAlbion,Fulham,0,0,D,2011-2012
WiganAthletic,TottenhamHotspur,1,2,A,2011-2012
StokeCity,ManchesterUnited,1,1,D,2011-2012
QueensParkRangers,AstonVilla,1,1,D,2011-2012
NorwichCity,Sunderland,2,1,H,2011-2012
Everton,Liverpool,0,2,A,2011-2012
AstonVilla,WiganAthletic,2,0,H,2011-2012
BlackburnRovers,ManchesterCity,0,4,A,2011-2012
ManchesterUnited,NorwichCity,2,0,H,2011-2012
Sunderland,WestBromwichAlbion,2,2,D,2011-2012
WolverhamptonWanderers,NewcastleUnited,1,2,A,2011-2012
BoltonWanderers,Chelsea,1,5,A,2011-2012
Fulham,QueensParkRangers,6,0,H,2011-2012
SwanseaCity,StokeCity,2,0,H,2011-2012
TottenhamHotspur,Arsenal,2,1,H,2011-2012
Liverpool,ManchesterUnited,1,1,D,2011-2012
ManchesterCity,AstonVilla,4,1,H,2011-2012
NorwichCity,SwanseaCity,3,1,H,2011-2012
QueensParkRangers,BlackburnRovers,1,1,D,2011-2012
StokeCity,Fulham,2,0,H,2011-2012
WiganAthletic,BoltonWanderers,1,3,A,2011-2012
Chelsea,Everton,3,1,H,2011-2012
WestBromwichAlbion,WolverhamptonWanderers,2,0,H,2011-2012
Arsenal,Sunderland,2,1,H,2011-2012
NewcastleUnited,TottenhamHotspur,2,2,D,2011-2012
WolverhamptonWanderers,SwanseaCity,2,2,D,2011-2012
AstonVilla,WestBromwichAlbion,1,2,A,2011-2012
BoltonWanderers,Sunderland,0,2,A,2011-2012
NewcastleUnited,WiganAthletic,1,0,H,2011-2012
Liverpool,NorwichCity,1,1,D,2011-2012
Arsenal,StokeCity,3,1,H,2011-2012
Fulham,Everton,1,3,A,2011-2012
ManchesterUnited,ManchesterCity,1,6,A,2011-2012
BlackburnRovers,TottenhamHotspur,1,2,A,2011-2012
QueensParkRangers,Chelsea,1,0,H,2011-2012
Everton,ManchesterUnited,0,1,A,2011-2012
Chelsea,Arsenal,3,5,A,2011-2012
ManchesterCity,WolverhamptonWanderers,3,1,H,2011-2012
NorwichCity,BlackburnRovers,3,3,D,2011-2012
Sunderland,AstonVilla,2,2,D,2011-2012
SwanseaCity,BoltonWanderers,3,1,H,2011-2012
WiganAthletic,Fulham,0,2,A,2011-2012
WestBromwichAlbion,Liverpool,0,2,A,2011-2012
TottenhamHotspur,QueensParkRangers,3,1,H,2011-2012
StokeCity,NewcastleUnited,1,3,A,2011-2012
NewcastleUnited,Everton,2,1,H,2011-2012
Arsenal,WestBromwichAlbion,3,0,H,2011-2012
AstonVilla,NorwichCity,3,2,H,2011-2012
BlackburnRovers,Chelsea,0,1,A,2011-2012
Liverpool,SwanseaCity,0,0,D,2011-2012
ManchesterUnited,Sunderland,1,0,H,2011-2012
QueensParkRangers,ManchesterCity,2,3,A,2011-2012
WolverhamptonWanderers,WiganAthletic,3,1,H,2011-2012
BoltonWanderers,StokeCity,5,0,H,2011-2012
Fulham,TottenhamHotspur,1,3,A,2011-2012
NorwichCity,Arsenal,1,2,A,2011-2012
Everton,WolverhamptonWanderers,2,1,H,2011-2012
ManchesterCity,NewcastleUnited,3,1,H,2011-2012
StokeCity,QueensParkRangers,2,3,A,2011-2012
Sunderland,Fulham,0,0,D,2011-2012
WestBromwichAlbion,BoltonWanderers,2,1,H,2011-2012
WiganAthletic,BlackburnRovers,3,3,D,2011-2012
SwanseaCity,ManchesterUnited,0,1,A,2011-2012
Chelsea,Liverpool,1,2,A,2011-2012
TottenhamHotspur,AstonVilla,2,0,H,2011-2012
StokeCity,BlackburnRovers,3,1,H,2011-2012
BoltonWanderers,Everton,0,2,A,2011-2012
Chelsea,WolverhamptonWanderers,3,0,H,2011-2012
ManchesterUnited,NewcastleUnited,1,1,D,2011-2012
NorwichCity,QueensParkRangers,2,1,H,2011-2012
Sunderland,WiganAthletic,1,2,A,2011-2012
WestBromwichAlbion,TottenhamHotspur,1,3,A,2011-2012
Arsenal,Fulham,1,1,D,2011-2012
SwanseaCity,AstonVilla,0,0,D,2011-2012
Liverpool,ManchesterCity,1,1,D,2011-2012
NewcastleUnited,Chelsea,0,3,A,2011-2012
